id,greek,english,russian,level,group,type,example
1137,το σαββατοκύριακο,weekend,выходные,A2,time,noun,Κάθε σαββατοκύριακο πηγαίνω στους γονείς μου.
1138,το σακάκι,"jacket, blazer","жакет, блейзер",A2,clothes,noun,Φόρεσε σακάκι για τη συνέντευξη.
1139,το σαλάμι,salami,салями,A2,food,noun,το σαλάμι είναι νόστιμο.
1140,η σαλάτα,salad,салат,A2,food,noun,η σαλάτα είναι νόστιμη.
1141,το σαλόνι,living room,гостиная,A2,home,noun,Κάθισα στο σαλόνι και διάβασα.
1142,η σαμπάνια,champagne,шампанское,A2,food,noun,Ανοίξαμε σαμπάνια για να γιορτάσουμε.
1143,το σαμπουάν,shampoo,шампунь,A2,home,noun,Πλένω τα μαλλιά μου με σαμπουάν.
1144,σαν,like,как,A2,feelings,preposition,Μιλάει σαν παιδί.
1145,το σάντουιτς,sandwich,бутерброд,A2,food,noun,το σάντουιτς είναι νόστιμο.
1146,το σαπούνι,soap,мыло,A2,home,noun,Πλένω τα χέρια μου με σαπούνι.
1147,σαράντα,forty,сорок,A2,time,numeral,Έχω σαράντα βιβλία.
1148,σβήνω,"to erase, to turn off","стирать, выключать",A2,verbs,verb,Σβήνω το λάθος με τη σβήστρα.
1149,η σβήστρα,eraser,ластик,A2,school,noun,Χρησιμοποιώ σβήστρα για να διορθώσω τα λάθη.
1150,σε,"at, to","в, то",A2,basics,preposition,Είμαι σε ένα καφέ.
1151,η σειρά,"order, sequence","порядок, очередь",A2,concepts,noun,Περιμένω στη σειρά στην ταμία.
1152,η σελίδα,page,страница,A2,school,noun,Διάβασε την επόμενη σελίδα.
1153,το σενάριο,scenario,сценарий,A2,school,noun,Έγραψα ένα σενάριο για το σχολικό θέατρο.
1154,το σεντόνι,sheet,простыня,A2,home,noun,Άλλαξα τα σεντόνια στο κρεβάτι.
1155,ο σεπτέμβριος,September,сентябрь,A2,time,noun,Τον Σεπτέμβριο αρχίζουν τα σχολεία.
1156,η Σερβία,Serbia,Сербия,A2,countries,noun,Η Σερβία βρίσκεται στα Βαλκάνια.
1157,σερβίρω,to serve,подавать,A2,verbs,verb,Σερβίρω καφέ στους επισκέπτες.
1158,ο σερβιτόρος,waiter,официант,A2,people,noun,Ο σερβιτόρος μας έφερε τον λογαριασμό.
1159,σημαίνω,to mean,означать,A2,verbs,verb,Τι σημαίνει αυτή η λέξη;
1160,σημαντικός,"important, significant","важный, значительный",A2,feelings,adjective,Η υγεία είναι πολύ σημαντική.
1161,το σημείωμα,"note, memo","примечание, записка",A2,school,noun,Άφησα ένα σημείωμα στην πόρτα.
1162,σημειώνω,"to note, to make a note","отмечать, записывать",A2,verbs,verb,Σημειώνω τη διεύθυνση στο τετράδιό μου.
1163,η σήμερα,today,сегодня,A2,time,noun,Η σήμερα είναι η καλύτερη μέρα της ζωής μου.
1164,σίγουρα,"surely, certainly","воистину, безусловно",A2,descriptions,adverb,Σίγουρα θα έρθω στο πάρτι.
1165,σίγουρος,"sure, certain","уверен, определенный",A2,descriptions,adjective,Είμαι σίγουρος ότι έχω δίκιο.
1166,το Σίδνεϋ,Sydney,Сидней,A2,geography,noun,Το Σίδνεϋ είναι στην Αυστραλία.
1167,το σινεμά,"cinema, movies","кино, фильмы",A2,leisure,noun,Μου αρέσει το σινεμά.
1168,η σκάλα,staircase,лестница,A2,home,noun,Ανεβαίνω τη σκάλα για τον δεύτερο όροφο.
1169,οι σκάλες,stairs,лестница,A2,home,noun,Οι σκάλες του σπιτιού είναι απότομες.
1170,σκέφτομαι,to think,думать,A2,verbs,verb,Σκέφτομαι να αλλάξω δουλειά.
1171,το σκίτσο,"sketch, drawing","набросок, рисунок",A2,leisure,noun,Μου αρέσει το σκίτσο.
1172,η σκόνη,dust,пыль,A2,objects,noun,Υπάρχει πολλή σκόνη στα έπιπλα.
1173,σκουπίζω,to sweep,подметать,A2,verbs,verb,Σκουπίζω το πάτωμα κάθε μέρα.
1174,ο σκούφος,"beanie, hat","беани, шляпа",A2,clothes,noun,Φορώ σκούφο όταν κάνει κρύο.
1176,σοβαρά,seriously,серьезно,A2,descriptions,adverb,"Μίλησέ μου σοβαρά, παρακαλώ."
1176,σοβαρά,seriously,серьезно,A2,descriptions,adverb,"Μίλησέ μου σοβαρά, παρακαλώ."
1177,σοβαρός,serious,серьезный,A2,descriptions,adjective,Είναι ένας πολύ σοβαρός άνθρωπος.
1178,το σόι,kinship,родство,A2,concepts,noun,Όλο το σόι μου ήρθε στον γάμο.
1179,η σοκολάτα,chocolate,шоколад,A2,food,noun,Αγόρασα μια σοκολάτα για την κόρη μου.
1180,το σουβλάκι,souvlaki,сувлаки,A2,food,noun,Τρώμε σουβλάκι κάθε Παρασκευή.
1181,η Σουηδία,Sweden,Швеция,A2,countries,noun,Η Σουηδία βρίσκεται στη Βόρεια Ευρώπη.
1182,σουηδικός,Swedish,шведский,A2,countries,adjective,Αγόρασα ένα σουηδικό έπιπλο.
1183,ο σουηδός,Swedish person,швед,A2,countries,noun,Ο Σουηδός συνάδελφός μου μαθαίνει ελληνικά.
1184,το σούπερ μάρκετ,super market,супермаркет,A2,clothes,noun,Πηγαίνω στο σούπερ μάρκετ κάθε Σάββατο.
1185,το σπαγγέτι,spaghetti,спагетти,A2,food,noun,Μαγειρεύω σπαγγέτι με σάλτσα ντομάτας.
1186,το σπανάκι,spinach,шпинат,A2,food,noun,Βάζω σπανάκι στην ομελέτα μου.
1187,το σπήλαιο,cave,пещера,A2,nature,noun,Επισκεφτήκαμε ένα σπήλαιο στην Κρήτη.
1188,το σπίτι,house,дом,A2,home,noun,Το σπίτι μου έχει τρία δωμάτια.
1189,σπουδάζω,to study,"учиться, изучать",A2,verbs,verb,Σπουδάζω ιατρική στο πανεπιστήμιο.
1190,οι σπουδές,"studies, studying","учеба, обучение",A2,school,noun,Οι σπουδές μου διαρκούν τέσσερα χρόνια.
1191,σταματάω,to stop,"останавливать, прекращать",A2,verbs,verb,Σταματάω το αυτοκίνητο στο φανάρι.
1192,η στάση λεωφορείου,bus stop,автобусная остановка,A2,city,noun,Περιμένω στη στάση λεωφορείου.
1193,το σταυρόλεξο,crossword,кроссворд,A2,leisure,noun,Λύνω το σταυρόλεξο κάθε Κυριακή.
1194,το σταφύλι,grape,виноград,A2,food,noun,Τρώω σταφύλια το καλοκαίρι.
1195,στέλνω,to send,отправлять,A2,verbs,verb,Στέλνω email στον διευθυντή.
1196,η στήλη,column,колонка,A2,objects,noun,Διαβάζω την αγαπημένη μου στήλη στην εφημερίδα.
1197,το/ο στιλό,pen,ручка,A2,school,noun,Δανείσου το στιλό μου για να υπογράψεις.
1198,ο στίχος,verse,стих,A2,leisure,noun,Αυτός ο στίχος του τραγουδιού μου αρέσει πολύ.
1199,το στολίδι,ornament,украшение,A2,holidays,noun,Κρεμάω ένα στολίδι στο χριστουγεννιάτικο δέντρο.
1200,στολίζω,to decorate,украшать,A2,verbs,verb,Στολίζω το δέντρο την παραμονή Χριστουγέννων.
1201,στολισμένος,decorated,украшенный,A2,holidays,adjective,Το σπίτι είναι στολισμένο για τα Χριστούγεννα.
1202,συγνώμη!,"sorry, excuse me","извините, прошу прощения",A2,communication,interjection,"Συγνώμη, άργησα."
1203,η συγνώμη,apology,извинение,A2,communication,noun,Ζητώ συγγνώμη για το λάθος.
1204,ο συγγραφέας,author,автор,A2,professions,noun,Ο αγαπημένος μου συγγραφέας είναι Έλληνας.
1205,συγκρίνω,to compare,сравнивать,A2,verbs,verb,Συγκρίνω τις τιμές πριν αγοράσω.
1206,η σύγκριση,comparison,сравнение,A2,concepts,noun,Κάνω μια σύγκριση μεταξύ των δύο προϊόντων.
1207,τα συγχαρητήρια,congratulations,поздравления,A2,communication,noun,Τα συγχαρητήρια για τον γάμο σας!
1208,σύγχρονος,contemporary,современный,A2,descriptions,adjective,Μένω σε ένα σύγχρονο διαμέρισμα.
1209,η συζήτηση,discussion,обсуждение,A2,concepts,noun,Είχαμε μια ενδιαφέρουσα συζήτηση.
1210,συζητώ,to discuss,обсуждать,A2,verbs,verb,Συζητώ με τον διευθυντή για τη δουλειά.
1211,συμβουλεύω,to advise,советовать,A2,verbs,verb,Συμβουλεύω τον φίλο μου να πάει γιατρό.
1212,η συμβουλή,advice,совет,A2,concepts,noun,Του έδωσα μια καλή συμβουλή.
1213,ο/η συμμαθητής,school mate,школьный товарищ,A2,school,noun,Ο συμμαθητής μου είναι πολύ έξυπνος.
1214,συμμετέχω,to participate,участвовать,A2,verbs,verb,Συμμετέχω σε ένα σεμινάριο αυτή την εβδομάδα.
1215,συμπληρώνω,"to complete, to fill","заполнять, дополнять",A2,verbs,verb,Συμπληρώνω την αίτηση για το διαβατήριο.
1216,σύμφωνα,according to,согласно,A2,basics,preposition,"Σύμφωνα με τον γιατρό, είναι καλά."
1217,το σύμφωνο,consonant,согласный,A2,school,noun,Η λέξη αρχίζει από σύμφωνο.
1218,ο/η συνάδελφος,colleague,коллега,A2,people,noun,Ο συνάδελφός μου με βοήθησε πολύ.
1219,συναντώ,"to meet, to come across","встречаться, сталκιваться",A2,verbs,verb,Συναντώ έναν παλιό φίλο στο καφέ.
1220,συνδέω,to connect,"подключать, связывать",A2,verbs,verb,Συνδέω τον εκτυπωτή στον υπολογιστή.
1221,η συνέντευξη,interview,интервью,A2,objects,noun,Έχω συνέντευξη για δουλειά αύριο.
1222,συνεργάζομαι,to work together,работать вместе,A2,verbs,verb,Συνεργάζομαι με μια καλή ομάδα.
1223,η συνεργασία,team work,командная работа,A2,school,noun,Η συνεργασία στην ομάδα είναι πολύ καλή.
1224,συνέχεια,"continuously, constantly","непрерывно, постоянно",A2,descriptions,adverb,Μιλάει συνέχεια στο τηλέφωνο.
1225,συνεχίζω,"to continue, to go on",продолжать,A2,verbs,verb,Συνεχίζω να μαθαίνω ελληνικά.
